product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/campus-annie-walking-shoes-women/p/itm5b23c60f4431f?pid=SHOGARZCGFPGXMKQ&lid=LSTSHOGARZCGFPGXMKQELMOML&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjquAPjCfvZ2DaiXv2PjpGg7Tt7End127EYuAM8Vn4O3ucsrgPW5YLzJU0_H6_RHKR0%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,ANNIE Walking Shoes For Women,CAMPUS ,1089,0.22,4.1,23886
https://www.flipkart.com/campus-blaire-walking-shoes-women/p/itm6ec01766292d1?pid=SHOGSUQTVS6WF5ZW&lid=LSTSHOGSUQTVS6WF5ZWC5YB7J&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjpHpfQ-BXou0L8xLKEtAoPO1ohIj7oKIq1n_5HkHdNEleI7uWi7bi3WLqk6JF-UYDE%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,BLAIRE Walking Shoes For Women,CAMPUS ,771,0.31,4.3,629
https://www.flipkart.com/vokline-walking-shoes-women/p/itmbe07395df9ca1?pid=SHOGKRMTPMVHX4EA&lid=LSTSHOGKRMTPMVHX4EAEBGQFZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGKRMTPMVHX4EA.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Walking Shoes For Women,Vokline ,299,0.7,4.1,66248
https://www.flipkart.com/fila-running-shoes-women/p/itm815bd89a11625?pid=SHOGDV7HMYGP8VYA&lid=LSTSHOGDV7HMYGP8VYACF8QXG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGDV7HMYGP8VYA.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Running Shoes For Women,FILA ,1215,0.54,4.3,226
https://www.flipkart.com/avant-smoothfit-outdoor-sports-shoes-enhanced-grip-tpr-outsole-training-gym-women/p/itm6e02760e89759?pid=SHOGXGDFAETZCEZR&lid=LSTSHOGXGDFAETZCEZRHH2EU5&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjoKDU8q8HzOuDR-xDwy5DqlltzSljizIljiegkvVMujFoE8waCTrWcncKeK_ydPfoM%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Smoothfit Outdoor Sports Shoes with Enhanced Grip TPR Outsole Training & Gym Shoes For Women,AVANT ,899,0.3,3.5,11
https://www.flipkart.com/campus-noor-plus-running-shoes-women/p/itm9204e5d9f36bb?pid=SHOG4G26JEGGTXKT&lid=LSTSHOG4G26JEGGTXKTABW3IL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjqNoz-DGlhq3PivvFNFPmiDn6IZzCp1lblWXMgYU06wCk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,NOOR PLUS Running Shoes For Women,CAMPUS ,803,0.26,4.3,8855
https://www.flipkart.com/sparx-sl-170-running-shoes-women/p/itm6b4020176d3c3?pid=SHOFYUYH29E68JFZ&lid=LSTSHOFYUYH29E68JFZQIAYOV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOFYUYH29E68JFZ.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,SL 170 Running Shoes For Women,Sparx ,827,0.24,4.3,25710
https://www.flipkart.com/sparx-sl-170-running-shoes-women/p/itm655be528d709f?pid=SHOFYN5GHVGSDSZZ&lid=LSTSHOFYN5GHVGSDSZZJOEFHA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOFYN5GHVGSDSZZ.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,SL 170 Running Shoes For Women,Sparx ,858,0.18,4.3,25710
https://www.flipkart.com/vokline-women-sports-shoes-running-shoes-trekking-shoes-gym-shoes-outdoors/p/itm119cf8f5a660d?pid=SHOGBSKG5MMHGVC7&lid=LSTSHOGBSKG5MMHGVC7GUUSOP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&spotlightTagId=BestsellerId_osp%2Fiko%2Fd20&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGBSKG5MMHGVC7.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,"Women sports shoes,Running shoes,Trekking Shoes,gym shoes for women Outdoors For Women",Vokline ,299,0.7,4.1,66248
https://www.flipkart.com/fabbmate-trendy-memory-foam-walking-running-shoes-women/p/itmc5814f4e2a802?pid=SHOGH3Y26FSPPRQT&lid=LSTSHOGH3Y26FSPPRQTDN10J5&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&spotlightTagId=BestsellerId_osp%2Fiko%2Fd20&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGH3Y26FSPPRQT.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Fabbmate Trendy Memory Foam Walking Running Shoes For Women,Fabbmate ,347,0.56,4,29582
https://www.flipkart.com/campus-annie-walking-shoes-women/p/itme10e843d56077?pid=SHOGACFWPDMQYNSH&lid=LSTSHOGACFWPDMQYNSHRYEX3T&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjo9EkqHDxbEIV51LkKZdNxkTfOINfczSeVYau4wxSRMFdmEaX_1OVaDgohoY5ZV-y8%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,ANNIE Walking Shoes For Women,CAMPUS ,1122,0.19,4.1,23886
https://www.flipkart.com/puma-supernal-v3-wn-s-sneakers-women/p/itm22177beda899a?pid=SHOGGKSZEMZKKGZP&lid=LSTSHOGGKSZEMZKKGZPWLOC8P&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjqFB-iTwpqZ64Pfb8IukVYJjSHq8gtlfwK0IbrQUKMRs0Ksf8s6I2Oz2HOgbXTo_9U%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Supernal v3 Wn s Sneakers For Women,PUMA ,1519,0.6,4.1,2917
https://www.flipkart.com/campus-cristy-running-shoes-women/p/itm49f603b5ba713?pid=SHOFVUFFRVYSA6GH&lid=LSTSHOFVUFFRVYSA6GHPLOILM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOFVUFFRVYSA6GH.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,CRISTY Running Shoes For Women,CAMPUS ,708,0.11,4.2,25257
https://www.flipkart.com/puma-royce-star-wn-s-walking-shoes-women/p/itm405753dfc32ef?pid=SHOG536KQDCMCJZF&lid=LSTSHOG536KQDCMCJZFFTYLPS&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjrk_zTXdR2TuB9S-kHNwUZPl2mEOqEfmu4KWGDsprJgGuo15S0a61Wzzbg3qNOknKY%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Royce Star Wn's Walking Shoes For Women,PUMA ,1569,0.55,4.3,1269
https://www.flipkart.com/puma-voltaic-evo-wns-running-shoes-women/p/itm6218761eacc72?pid=SHOGVCX8NFDGYZVD&lid=LSTSHOGVCX8NFDGYZVDAGD4KD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjopF1V4PdHtIw00I4YBNXy5qVAQSl8v5XB6kKUyIlIMUkhz9c-MSIoFe8xMxkfU6dM%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Voltaic Evo Wns Running Shoes For Women,PUMA ,3267,0.53,4.7,56
https://www.flipkart.com/asian-elasto-02-sports-shoes-women-running-girls-stylish-latest-design-new-fashion-casual-sneakers-ladies-lace-up-lightweight-maroon-jogging-walking-gym-party/p/itmd837589974676?pid=SHOFJKQREMGFJYCW&lid=LSTSHOFJKQREMGFJYCWWBSDUC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOFJKQREMGFJYCW.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,"Elasto-02 sports shoes for women | Running shoes for girls stylish latest design new fashion |casual sneakers for ladies | Lace up Lightweight maroon shoes for jogging, walking, gym & party Running Shoes For Women",asian ,688,0.54,4.2,84807
https://www.flipkart.com/asian-firefly-10-navy-sports-training-gym-walking-stylish-walking-shoes-women/p/itmc321e16501953?pid=SHOGHHFGSTPD8P7X&lid=LSTSHOGHHFGSTPD8P7XENH9EA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGHHFGSTPD8P7X.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,"Firefly-10 Navy Sports,Training,Gym,Walking,Stylish Walking Shoes For Women",asian ,744,0.32,4.3,802
https://www.flipkart.com/carlton-london-women-black-slip-on-sneakers-walking-shoes/p/itma33e6ee436015?pid=SHOGUSWWB5YNRFDJ&lid=LSTSHOGUSWWB5YNRFDJBT2AYV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGUSWWB5YNRFDJ.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Women Black Slip-On Sneakers Walking Shoes For Women,CARLTON LONDON ,799,0.6,3,6
https://www.flipkart.com/asian-firefly-09-navy-gym-sports-walking-stylish-running-shoes-women/p/itm0ca2235634b47?pid=SHOGN9YDKFFK7YYW&lid=LSTSHOGN9YDKFFK7YYWREEHVN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGN9YDKFFK7YYW.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,"Firefly-09 Navy Gym,Sports,Walking,Stylish Running Shoes For Women",asian ,734,0.33,4.2,6416
https://www.flipkart.com/adidas-gamecourt-2-w-tennis-shoes-women/p/itmbba150c01a199?pid=SHOGZT3RV4QYQ2XZ&lid=LSTSHOGZT3RV4QYQ2XZWZOQLL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjpSOkXQiUo7BXp7IInb4p-Q4JR1wxEquJH2BgSEo2yWBonfEY2D5bWfIUmTlXs_oiU%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,GameCourt 2 W Tennis Shoes For Women,ADIDAS ,2905,0.55,4.2,57
https://www.flipkart.com/adidas-questar-2-w-running-shoes-women/p/itm0b190276a3d40?pid=SHOGW3NUD8FCQQGT&lid=LSTSHOGW3NUD8FCQQGTPIZPLA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=en_iUg1qLf8H6T9WQ0R4bsdUR11LPV661ak9RRhQ2rvUjqcbb4sLpyUl34uPDo_dik0vsbWSSY9m9f9vitrUTzatWVkv0XZFiOX7bbXdlao_f8%3D&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,QUESTAR 2 W Running Shoes For Women,ADIDAS ,4707,0.41,3.8,5
https://www.flipkart.com/nike-running-shoes-women/p/itm9ae5c8b6582a6?pid=SHOGGDWXC6CYFVB8&lid=LSTSHOGGDWXC6CYFVB8V7EFCL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGGDWXC6CYFVB8.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,Running Shoes For Women,NIKE ,5349,0.37,4.8,4
https://www.flipkart.com/sparx-sl-167-running-shoes-women/p/itmd15ed0a5de2ce?pid=SHOGYAFQSGGG9NV8&lid=LSTSHOGYAFQSGGG9NV8DFQLNY&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d967184-cff0-4bd4-a2cf-7f9ae0b1114c.SHOGYAFQSGGG9NV8.SEARCH&ppt=hp&ppn=homepage&ssid=ddrziueb4w0000001716204985524&qH=32e27b1148959538,SL 167 Running Shoes For Women,Sparx ,915,0.16,4.4,9606
https://www.flipkart.com/campus-camp-eloy-walking-shoes-women/p/itmd181ea713e1c2?pid=SHOGMNPSVGGWX66T&lid=LSTSHOGMNPSVGGWX66T1FLBFX&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_bnN4SboNYkyEBDg6PkEJLi8CnXB_xUVU06T0Z0pE-EDv1Mw4l6g9s2-Cg9Rxr_LaO11e_o4yUea0C63jZStI-w%3D%3D&ppt=sp&ppn=sp&ssid=70i52bsw680000001716204987291&qH=32e27b1148959538,CAMP ELOY Walking Shoes For Women,CAMPUS ,976,0.02,4.3,2770
https://www.flipkart.com/campus-noor-plus-running-shoes-women/p/itmb1b85f2152f3f?pid=SHOFVXCUFRDFHAED&lid=LSTSHOFVXCUFRDFHAEDDV4TZ4&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=en_bnN4SboNYkyEBDg6PkEJLi8CnXB_xUVU06T0Z0pE-EDMpKHnIzA6IIQMpBc6CUAUi4exTptMWLE2lO2LUbUvzA%3D%3D&ppt=sp&ppn=sp&ssid=70i52bsw680000001716204987291&qH=32e27b1148959538,NOOR PLUS Running Shoes For Women,CAMPUS ,720,0.34,4.3,8855
